Kecamatan;Jalan I;Jarak (m);Bagian;Latitude,Longitude;Jalan II;Jarak (m);Bagian;Latitude,Longitude; Jalan III;Jarak (m);Bagian;Latitude,Longitude;Jalan IV;Jarak (m);Bagian;Latitude,Longitude;Jalan V;Jarak (m);Bagian;Latitude,Longitude;Jalan VI;Jarak (m);Bagian;Latitude,Longitude;Jalan VII;Jarak (m);Bagian;Latitude,Longitude;Jalan VIII;Jarak (m);Bagian;Latitude,Longitude;Jalan IX;Jarak (m);Bagian;Latitude,Longitude
"Pontianak
Utara";"Jalan
;;;;;;;;;Gang Karet Damai;137,52;;-0.012696824499641005, 109.29931625505141;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Mustaqim 1;426,21;;-0.013491392481413778, 109.29634783096819;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Indah;444,5;;-0.013158772631391731, 109.30120480363337;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan Nipah Kuning Dalam;3390;Ujung 1;-0.01452241995072503, 109.29495028235108;Gang H. Agus Salim;63,3;;-0.015473555734896359, 109.29417571248068;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Tengah ;-0.020188431676615475, 109.28200072446272;Komplek RH Residence 1;178,26;;-0.01700917648571366, 109.29325257695963;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.02720660945435754, 109.27625078968458;Gang Famili;105,38;;-0.014711964867560136, 109.29214701470411;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Perumahan Saka Residence;265,44;;-0.01716511915545835, 109.29194620116579;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Komplek Alexa Palm Kencana 9;252,42;;-0.01833544932540013, 109.29180353365753;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Berdikari 2;768,34;Ujung 1;-0.019799299425018378, 109.29155095254592;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;Ujung 2;-0.02122668703005111, 109.29200125543514;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Perumahan Grand Amy;361,11;;-0.01971909341216034, 109.29100056740423;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Komplek Alexa Palm Kencana 6;396,91;;-0.019992748694943975, 109.29022396105077;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Rusunawa Nipah Kuning Dalam;203,13;;-0.0184275667313218, 109.28930575454127;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Jamur;169,34;;-0.018856237712638547, 109.28879969081386;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Komplek Pondok Indah Riyadi;346,8;;-0.016683790229280595, 109.28773202730902;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Nurudin Wahab;389,47;;-0.02137378252908938, 109.28621127446652;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Tanggul Permai;509,03;Ujung 1;-0.0221223565451085, 109.28642540346276;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;Ujung 2;-0.024247705480740307, 109.28793150790229;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Jalan Pembangunan;180,53;;-0.017831659614354855, 109.28550051880718;Gang Berkah;350,08;;-0.013338495324018996, 109.28893772740459;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Gang Harapan Jaya 2;210,5;;-0.011637304659451744, 109.28756705409498;Komplek Wijaya Residence;441,74;;-0.012467341623476076, 109.28638984466399;;;;;;;;;;;;
;;;;;;;;;;;;;Jalan Tanggul;904,09;Ujung 1;-0.0229096615076146, 109.2867449282387;Gang Manggala;295,77;;-0.02103136341287924, 109.28342508323068;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;Ujung 2;-0.024521097608538874, 109.28787834030504;Gang Nurul Hidayah;456,71;;-0.022481307448330812, 109.28454239843494;Gang Hidayah 1;389,41;;-0.02548439703416618, 109.2851294593763;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;Gang Hidayah 2;135,79;;-0.02426655302329311, 109.28394671269214;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;Gang Hidayah 3;58,39;;-0.02401278717814672, 109.28307611199095;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Jalan Tanggul Dalam 1;827;Ujung 1;-0.02550973358184704, 109.2891450797816;Gang Karya Bhakti;558,95;Ujung 1;-0.025856491220206963, 109.28769203061226;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Ujung 2;-0.026666936269253563, 109.28783224490553;;;Ujung 2;-0.02287820077073787, 109.28559902415358;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;Gang Madrasah 1;808,32;Ujung 1;-0.027152239897213423, 109.28685139182934;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;Ujung 2;-0.026890835697285342, 109.28434655526503;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;Komplek Fadilah Residence 1;178,04;;-0.02788275737595213, 109.28605456646245;;;;;;;;;;;;
;;;;;;;;;Gang Karet Makmur;413,33;;-0.01354851524972675, 109.30027097681038;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Mandiri;146,17;;-0.013954626440165074, 109.29952199722932;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Surya Kencana 5;1155;Ujung 1;-0.014436388156937001, 109.29973185378951;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Tengah ;-0.014537032361788025, 109.3010390926969;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.015309577621005944, 109.30172718792713;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Baru;395,86;;-0.015340606760352732, 109.30088344236493;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Pemancingan B;112,76;;-0.01585416275244789, 109.29941819530535;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Pemancingan 1;724,57;Ujung 1;-0.01628318829903625, 109.30101138275266;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.016859127718057296, 109.30198925583507;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Intan Permata;381,34;;-0.017270061267348376, 109.30192028661301;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Mutiara;142,31;;-0.01649747712472992, 109.29725512535941;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Villa Anugrah Indah ;544,75;Ujung 1;-0.017119246170346006, 109.29948901215144;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.01847354252908556, 109.30232629174296;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Karet Permai Khatulistiwa;421,99;;-0.018181498722520305, 109.30195768771982;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Merdeka;399,56;;-0.017097021747903472, 109.29491132554828;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Didis Permai;500,54;Ujung 1;-0.0176935832443403, 109.29885773628389;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.018170146836339073, 109.30043759182063;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Bakti;398,63;;-0.017595040734756123, 109.29456793021964;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Karet Indah;468,47;;-0.018157107821377562, 109.29915854466648;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Jaya;276,94;;-0.01793197546994884, 109.29564551656097;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Cemerlang;454,5;;-0.01914698965100678, 109.30070786186974;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Alam Jaya;422,31;;-0.018299682546427026, 109.29718152909153;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Sejati;432,68;;-0.01954369687787448, 109.30068411133514;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Alam Jaya 2;413,5;;-0.018820994244919568, 109.29451629783874;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Perumahan Permata Indah Karet;376,19;;-0.019862688430221296, 109.29401086861175;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Karet Emperio Residence;383,57;;-0.02023811724670664, 109.29376543206313;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Pantura;358,92;;-0.02035125116012092, 109.29430647473978;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Angin Timur;556,01;Ujung 1;-0.02039401984492279, 109.29613432213769;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.020757910755066694, 109.29334254364156;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Hikmah;295,19;;-0.021061008783886153, 109.29415504621443;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karet Sempurna;375,29;;-0.021973361314028265, 109.29455527365052;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Fajar Kencana;273,32;;-0.021972169187517168, 109.29713933249855;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan Segar Alam;344,57;;-0.02258406002515813, 109.2934585970747;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Tunas Baru;238,75;;-0.022174635055164788, 109.29664111582198;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Berlian;196,8;;-0.022979883890760767, 109.29755922589138;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Daslan;143,56;;-0.022876425567436794, 109.29509402416105;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Dewi Sartika;193,92;;-0.006879345526236471, 109.29583309918941;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Dwikora;239,8;;-0.00612042692939251, 109.29556215089977;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Tritura;441,78;;-0.004158830304540452, 109.29389473473582;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Jalan Komplek Catur Warga;292,58;;-0.009918980191858825, 109.29351065437277;Komplek Warga Sejahtera Blok A-B;123,91;;-0.008590341688512661, 109.29324030867048;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Warga Sejahtera Blok C-D;124,31;;-0.008981373790175743, 109.29280597784025;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Warga Sejahtera Blok D-E;151,19;;-0.008323040507070492, 109.291365905262;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Warga Sejahtera Blok F-G;148,13;;-0.008668662335906952, 109.29183049739207;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Warga Sejahtera Blok H-I;147,46;;-0.008982079378738775, 109.29222356393097;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Warga Sejahtera Blok J-K;440,06;;-0.008426894571330537, 109.28747664385942;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Warga Sejahtera Blok L-M;452,05;;-0.00882069380945781, 109.28768556610906;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Melati 2;324,22;;-0.007998141681952413, 109.29251935053036;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Melati Dalam;76,88;;-0.009932442442290357, 109.29170013280302;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Tri Dharma;730,29;Ujung 1;-0.005624151207130655, 109.29235845337938;Gang Karya Tani III;318,47;;-0.0011712930360538282, 109.29064169050984;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;-0.0015346193451226766, 109.2925574211275;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Melati Indah;145,27;;-0.007715596308658043, 109.29213046942556;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Kayong Indah;152,58;;-0.008142976422558382, 109.29179179033753;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Sadpraja;374,8;;-0.0050037530800318645, 109.29191482410128;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Kemuning;372,87;;-0.006599245576987263, 109.29151020496627;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Sapta Pesona;160,36;;-0.007779405247368162, 109.2915033643107;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Rahmat;373,05;;-0.005927468965677113, 109.29113544679788;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Sapta Marga;796,65;Ujung 1;-0.007466086378641358, 109.29109929610577;Jalan Jalur 1;85,48;;-0.007738025039043094, 109.29031807731111;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;-0.010510333666692276, 109.2909753150301;Jalan Jalur 2;163,03;;-0.008137373789930064, 109.28974477297815;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Sapta Marga 2;59,39;;-0.009397274594276703, 109.29068196463022;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Dalisa Permai Blok A-B;395,16;;-0.009226803364149584, 109.28868000771239;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Sapta Marga 3;57,97;;-0.009762243685295689, 109.29059083603815;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Dalisa Permai Blok C-D;397,61;;-0.009473063861456233, 109.28747407323463;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Sapta Marga IV;488,66;;-0.009862414488054869, 109.28720051431286;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Sapta Marga V;500,29;Ujung 1;-0.010610644506627862, 109.28963634464729;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.010094571077335331, 109.28671040928168;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Sapta Marga 6;513,02;Ujung 1;-0.011074449035795573, 109.29061714690216;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.01091883166233165, 109.28903855881316;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Sapta Marga 7;550,16;Ujung 1;-0.011426718026098513, 109.2903915619155;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.011364241890405552, 109.28645513460525;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Fajar Harapan;374,12;;-0.0046205727921085835, 109.29087806473035;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Fajar Karya 1;381,9;;-0.006028874223766481, 109.29041179977789;Gang Fajar Karya II;298,37;;-0.00486835069145716, 109.29027975393747;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Aulia;136,88;;-0.0076308941599017065, 109.29000911050147;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Formula;372,24;;-0.0035940376269923513, 109.28991915611604;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Lembayu;370,12;;-0.005173728387717165, 109.2895406763001;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Sederhana;367,17;;-0.004433123145209203, 109.28922220032672;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Jalan Pembangunan Nipah Kuning;272,46;;-0.005545193139276653, 109.28703731531981;Gang Okta Mulya 1;80,46;;-0.006762631969111076, 109.28857376298244;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Jalan Pelabuhan Rakyat;619,27;Ujung 1;-0.00352696789133582, 109.28877120263918;Gang Karya Tani 2;405,98;;-0.0032893396794513685, 109.29066450989711;Jalur 1 A;219,69;;-0.0011158696664013766, 109.28971539507391;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;-0.0013651839820001536, 109.28904154886915;;;;;Jalur 1 B;238,92;;-0.0012337690514073229, 109.28994964464952;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Jalur 2;165,51;;-0.001731857416831521, 109.29060377732577;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Jalur 3;227,01;;-0.002542043623572535, 109.29092894021095;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Jalur 4;224,8;;-0.0031181912167165906, 109.29130730899023;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Jalur 5;219,86;;-0.001682725699665196, 109.29169045676511;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Jalur 6;213,38;;-0.001987960388161614, 109.29203950170745;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Karya Tani I;245,16;;-0.002374307883097915, 109.2878456986342;Gang Delta;222,61;;-0.0018412549796895255, 109.28836765060058;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Okta Mulia 2;277,32;;-0.008218859302342297, 109.28811711327707;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Famili;367,66;;-0.00301963021683783, 109.28826516482086;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Putri Arung;376,33;;-0.003102832887619036, 109.28797114735795;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Okta Mulya 3;152,59;;-0.006403826012149539, 109.28733210362296;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Prisca Krig;368,71;;-0.003919371116967307, 109.28761199960994;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Ilham;381,44;;-0.003225981130502193, 109.28722088921597;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Gang Dasasila;787,74;Ujung 1;-0.00444824240288885, 109.28681111979719;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;0.0009442170709027573, 109.28724768796404;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Pontianak
Tenggara";Jalan Jenderal Ahmad Yani ;2590;Ujung 1;-0.05219770018779763, 109.3467861562218;Jalan Media;1070;Ujung 1;-0.0507477034161541, 109.34754250256316;Gang Keluarga Media;132,7;;-0.05112045931098587, 109.34842061045258;;;;;;;;;;;;;;;;;;;;;;;;
;;;Tengah 1;-0.05945860894065679, 109.35279107813267;;;Tengah 1;-0.04985673706073684, 109.34811492339182;Gang Media Sari 3;75,27;;-0.048706365384164826, 109.3492384427068;;;;;;;;;;;;;;;;;;;;;;;;
;;;Tengah 2;-0.062022254329520035, 109.35508382381802;;;Tengah 2;-0.047790438415200275, 109.34943719454702;Gang Media Sari 4;109,34;;-0.0485255361987896, 109.34974635780716;;;;;;;;;;;;;;;;;;;;;;;;
;;;Tengah 3;-0.06558985684839966, 109.35813052799628;;;Tengah 3;-0.046070389729068545, 109.35098297975397;Gang H.D. Usman;68,82;;-0.047480712811851455, 109.3503543467825;;;;;;;;;;;;;;;;;;;;;;;;
;;;Ujung 2;-0.06600565783927767, 109.35850460250758;;;Ujung 2;-0.04502835891476261, 109.35198089411931;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Jalan Perdana;3200;Ujung 1;-0.05322920882217137, 109.34543302791357;Gang H. Samad;101,57;;-0.055895541581542016, 109.3443396746869;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 1;-0.056189045558688484, 109.34284550987098;Gang Mufakat;758,68;Ujung 1;-0.060074624773743604, 109.34012162292983;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 2;-0.05842292015278008, 109.34091938549874;;;Ujung 2;-0.05954965268536064, 109.34132221202991;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 3;-0.05995360814946002, 109.33958105017403;Gang Mufakat 4;27,68;;-0.060645799480040605, 109.33931396673522;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 4;-0.06250670144517251, 109.3373060697717;Gang Anugrah Perdana;160,51;;-0.062189787039859064, 109.33953980974225;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 5;-0.06288028292164638, 109.33698521730489;Gang Citra Perdana;727,51;Ujung 1;-0.06289233545665844, 109.3396838225268;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;-0.0638864107241406, 109.33612708396963;;;Ujung 2;-0.06450781375294883, 109.34048630644874;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Arahman;87,6;;-0.06225827384106971, 109.33851021844704;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan Reformasi;961,7;Ujung 1;-0.06380822485444299, 109.33796123714694;Gang Manajemen;129,65;;-0.06277346296863259, 109.33850121298573;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.06697217177682938, 109.3414287647841;Gang Pertanian;207,43;;-0.06436424055968872, 109.33717567594616;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Teknik;398,07;;-0.0656887149867651, 109.33801775987814;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Matematika;130,42;;-0.06475536305249956, 109.34032199962161;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Sosiologi;246,45;;-0.06484220633962458, 109.33839536338361;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Pendidikan;400,67;;-0.06633066288573666, 109.33964536267152;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Sospol;309,92;;-0.06792543251511689, 109.34128976033612;Jalur 1;162,22;;-0.06844376398103752, 109.34231586907832;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;Jalur 4;84,63;;-0.0690159609396822, 109.34097200291212;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Repormasi;57,51;;-0.0633851441447069, 109.33723318835186;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Wasidik;723,61;Ujung 1;-0.06505684510594885, 109.33577047845168;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;Ujung 2;-0.0690227317587738, 109.33947859709413;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Gang Ilalang;116,2;;-0.06579686990208733, 109.33590121209441;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Komplek Perdana Oriental Residence;295,13;;-0.07039434288646707, 109.33367194331369;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Jalan Tanjung Sari;1080;Ujung 1;-0.05155499419079374, 109.34846391661316;Gang Tj. Sari 2;66,52;;-0.049096485253841055, 109.34976754874992;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 1;-0.050668884437645764, 109.34908057687318;Gang Harapan Sari;453,99;;-0.046362082318684765, 109.35145068265187;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 2;-0.048671047102675294, 109.35047182750787;Gang Tj. Harapan 1;310,82;;-0.04633264748053838, 109.35197252604955;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 3;-0.047614114285754336, 109.35169586042888;Jalan Tj. Permai;188,28;;-0.04847833308855991, 109.35283810829394;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;-0.04574292292430421, 109.35325487912984;Gang Tj. Sari B;94,84;;-0.04579376042892396, 109.35237208825419;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan Tj. Sari Kiri;192,74;;-0.046892834568525874, 109.35271528477433;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Jalan Daya Nasional;1020;Ujung 1;-0.053706530612199106, 109.35068661961857;Jalan Moh. Isja;327,32;;-0.05430342899039246, 109.34955877265907;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 1;-0.05260502241001497, 109.35145470777289;Jalan Sekadau;483,36;;-0.053518850973703874, 109.35277213830564;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 2;-0.051230564730664, 109.35235942235691;Jalan Karangan;683,79;Ujung 1;-0.050128587653882166, 109.35013470906935;Jalan Manggapinoh;249,94;;-0.04987558398196192, 109.35212153995293;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 3;-0.05036007499059211, 109.35294170475173;;;Ujung 2;-0.048588442337282385, 109.35177305600216;Jalan Karangan Blok D;152,4;;-0.05029839721314324, 109.3510541402527;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;-0.049143080886179746, 109.35386347531254;;;;;Jalan Karangan Blok B;160,66;;-0.04966075789204796, 109.35176455520548;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Jalan Karangan Blok A;144,05;;-0.04914136926856603, 109.35176728032408;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan Mempawah;161,2;;-0.052282524641323797, 109.35285223271497;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan Ketapang;225,65;;-0.05036614041865858, 109.35481976856536;Jalan M. Syafei;305,45;;-0.051172955552719265, 109.35361974369614;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;Gang Berkah;47,79;;-0.05084649388041997, 109.35522039016826;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan Husni Thamrin;149,24;;-0.05128406746615257, 109.35451174692533;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan MH. Thamrin;129,62;;-0.05204949363709337, 109.35386280430026;Jalan Silat;56,49;;-0.052490525308167106, 109.35396602010067;Jalan Silat Baru;644,79;Ujung 1;-0.05207863834567782, 109.35450946874832;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;Ujung 2;-0.05288322305621543, 109.35391492548463;;;;;;;;;;;;;;;;
;;;;;;;;;Jalan Sintang;301,83;;-0.049451022235908255, 109.35506004373065;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Jalan Profesor Dokter H. Hadari Nawawi;2575;Ujung 1;-0.05684134888644091, 109.34834805774156;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 1;-0.05802845437108793, 109.34762000334364;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 2;-0.05872804324883111, 109.3454673938815;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 3;-0.06137352670829553, 109.34458143067039;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;-0.06305134061095616, 109.34653032615465;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;Jalan Sepakat I;1140;Ujung 1;-0.057560812761746856, 109.35232737673533;Blok Batara;91,79;;-0.05665011814177416, 109.35189487065178;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 1;-0.05562931695114421, 109.35353675226142;Blok Naisyah;348,96;;-0.058318893737760454, 109.35399639311703;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 2;-0.05309957064590891, 109.35530038542734;Blok Teratai;68,74;;-0.0564189937471917, 109.35229331784147;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Tengah 3;-0.05178854637351283, 109.35664828686554;Komplek BPK RI;101,55;;-0.05615287554419658, 109.35211471529115;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;Ujung 2;-0.050736328713869475, 109.35738816408734;Blok Melati;111,05;;-0.05730459666433335, 109.35366965147914;;;;;;;;;;;;;;;;;;;;;;;;
